field_id,vh31,vv31
2725949,-19.674151974045078,-10.982131728317018
2725950,-18.4769205724388,-6.975222571727685
2726554,-21.115071734326055,-12.684549444586732
2726556,-21.77476620456235,-11.210728993011662
2726568,-19.984593221388582,-10.527343670465772
2726604,-21.30471309326858,-3.768193303576094
2726547,-22.903129891541163,-4.497256612772191
2726581,-22.46039316914566,-4.920535187152888
2726550,-24.89647275668302,-4.75356700467294
2727142,-20.57183594228973,-4.975721200036291
2726570,-22.32337481828333,-4.755662120905503
2725965,-19.417055430951187,-14.326920395751412
2725966,-15.743177304282797,-10.587185700813174
2725967,-13.826698173817297,-8.51815323163498
2726539,-17.77635546919771,-10.039605246020495
2726589,-18.543674537865005,-9.543387718848159
2725976,-15.991125521842443,-8.630923401028125
2726486,-15.18534208651814,-10.40873649184943
2726482,-16.433294230394065,-10.888694499206535
2726442,-17.63650278011596,-9.962944615298225
2726443,-19.493572627020416,-11.882268811673846
2725982,-21.12482463669417,-10.865558976780525
2726590,-18.084412602554853,-8.577754777114876
2726623,-18.025336129612484,-7.379201617167966
2726559,-16.73384409852059,-8.586493251203725
2726576,-22.770113376793358,-14.70735545068264
2726532,-23.271934413686928,-14.20201141461631
2726665,-17.545620007757194,-10.48241456597647
2726514,-17.80451069803533,-11.14542730676618
2726507,-17.72403445805737,-2.7303889884098846
2726035,-20.571768403848488,-12.158961049036074
2726619,-16.227382304837906,-10.040386269119832
2726039,-19.836893469896914,-10.06518960882827
2726040,-15.55991403944465,-9.900250753447617
2726645,-21.23393553128933,-12.362641631830861
2726045,-22.17365108592377,-12.737941910844947
2726592,-18.808794493172943,-7.362711787110108
2726555,-17.30270683819226,-9.554020601901932
2726046,-19.896453868888283,-11.331173580306087
2726047,-18.40864613032496,-11.040024152035627
2726048,-20.05585931499717,-12.311981536186346
2726049,-18.882125316445883,-10.21066356562285
2726566,-19.878721260574757,-9.063442987480169
2700801,-26.415398911613792,-17.286499308199204
2726662,-19.152746553005287,-10.139648049896643
2726253,-22.83536192932433,-13.540021972311296
2726269,-17.359069550718825,-10.175250694948806
2726573,-19.939585673738804,-10.259264975336949
2726265,-19.372716708151025,-10.840219431408865
2726503,-19.46427344934266,-12.06029561403295
2726120,-16.080517407176732,-9.69065193142794
2727190,-18.486365019185243,-11.182197772200686
2714782,-22.291218135859737,-13.594591155311923
2726144,-23.644419549735552,-13.974344431358743
