unit_id,COUNTY,ACRES,sequence,s1_vv,s1_vh,s1_both,s1_vv_acres,s1_vh_acres,s1_both_acres
4403688,Santa Cruz,1.56087666210703,A,0.0,0.04784855410911258,0.0,0.0,0.07468569142447926,0.0
4403677,Santa Cruz,1.818149337405408,A,0.0025634452704434763,0.0,0.0,0.004660726319931833,0.0,0.0
4403659,Santa Cruz,0.3714478710729144,A,0.0,0.01968503937007874,0.0,0.0,0.007311965966002251,0.0
4403658,Santa Cruz,1.3609875585206883,A,0.0,0.00977217203567979,0.0,0.0,0.013299804560283983,0.0
4403643,Santa Cruz,0.5958893423041488,A,0.0,0.0,0.0,0.0,0.0,0.0
4403635,Santa Cruz,11.232482152539427,A,0.0,0.049537307784925516,0.0,0.0,0.5564269255790283,0.0
4403617,Santa Cruz,0.6788358407477599,A,0.0,0.0,0.0,0.0,0.0,0.0
4403599,Santa Cruz,3.8935299598729576,A,0.0,0.07175976597480647,0.0,0.0,0.27939879873638107,0.0
4405110,Santa Cruz,3.0196428508822915,A,0.03270153120110801,0.033906999410090025,0.0,0.09874694490433,0.10238702836354842,0.0
4403572,Santa Cruz,1.2308739131965556,A,0.04030274361400188,0.12803532008830018,0.0,0.04960759574472398,0.1575953354644596,0.0
4405111,Santa Cruz,13.440922778363854,A,0.0,0.05482234086620334,0.0,0.0,0.7368628501117801,0.0
4403523,Santa Cruz,0.7432244695713895,A,0.0,0.0,0.0,0.0,0.0,0.0
4403518,Santa Cruz,3.050741565801012,A,0.0,0.00629489555042262,0.0,0.0,0.01920409950805013,0.0
4403506,Santa Cruz,1.3493903807407774,A,0.0,0.0,0.0,0.0,0.0,0.0
4403500,Santa Cruz,26.376894288535517,A,0.0004046244469399544,0.01660719469179639,0.0,0.010672736263492326,0.43804621881464156,0.0
4403485,Santa Cruz,3.677692054857796,A,0.0,0.0,0.0,0.0,0.0,0.0
4403476,Santa Cruz,1.799234535686774,A,0.0,0.08771552650814804,0.0,0.0,0.15782080460940867,0.0
4403465,Santa Cruz,1.3648328009668087,A,0.0,0.0006248579868211769,0.0,0.0,0.0008528266763596281,0.0
4403459,Santa Cruz,2.300313863246748,A,0.0,0.04734504340803553,0.0,0.0,0.10890845970752319,0.0
4403454,Santa Cruz,0.9987655915767888,A,0.0,0.0,0.0,0.0,0.0,0.0
4403435,Santa Cruz,1.048334391523445,A,0.0,0.0,0.0,0.0,0.0,0.0
4404226,Santa Cruz,8.44005928920985,A,0.0023352076045348815,0.007005622813604644,0.0,0.019709290634888108,0.05912787190466433,0.0
4403375,Santa Cruz,2.2638900525443044,A,0.0,0.10561373390557942,0.0,0.0,0.23909788160090237,0.0
4403364,Santa Cruz,1.001825381435059,A,0.0,0.0,0.0,0.0,0.0,0.0
4403363,Santa Cruz,0.7622791117644698,A,0.02580971659919029,0.0,0.0,0.019674207844123468,0.0,0.0
4403362,Santa Cruz,1.0810172682298984,A,0.0,0.08485238401601257,0.0,0.0,0.0917268923717842,0.0
4403359,Santa Cruz,3.6983208273485593,A,0.0,0.02134431754353117,0.0,0.0,0.07893813411678256,0.0
4403340,Santa Cruz,0.7587795191718646,A,0.0,0.06062154978531997,0.0,0.0,0.04599839039755834,0.0
4403328,Santa Cruz,1.2403422836819011,A,0.03486628342914272,0.0,0.0,0.043246125612003306,0.0,0.0
4403308,Santa Cruz,0.7176369864406582,A,0.1766099504630627,0.3494507861296576,0.0,0.12674183262574623,0.2507788090674064,0.0
4404603,Santa Cruz,8.633057445756137,A,0.0,0.07075471698113206,0.0,0.0,0.6108295362563303,0.0
4403299,Santa Cruz,1.3899807420075247,A,0.0,0.014233087742799728,0.0,0.0,0.01978371786179497,0.0
4400069,Santa Cruz,6.712496476962307,A,0.0,0.0002178069262602551,0.0,0.0,0.0014620282251799513,0.0
4400093,Santa Cruz,2.168564553297572,A,0.0,0.0,0.0,0.0,0.0,0.0
4405124,Santa Cruz,7.410775804211669,A,0.0,0.0,0.0,0.0,0.0,0.0
4400140,Santa Cruz,3.4367676155069757,A,0.0,0.0,0.0,0.0,0.0,0.0
4400153,Santa Cruz,2.1126414692553195,A,0.0,0.0,0.0,0.0,0.0,0.0
4400234,Santa Cruz,0.7006732189515611,A,0.0,0.03300110741971207,0.0,0.0,0.023122992164735904,0.0
4400235,Santa Cruz,2.321457786872349,A,0.0,0.0,0.0,0.0,0.0,0.0
4404235,Santa Cruz,23.429488538764627,A,0.0,0.005046806657826508,0.0,0.0,0.11824409874690718,0.0
4400280,Santa Cruz,15.62876578359617,A,0.0,0.04027599724794711,0.0,0.0,0.6294641276889293,0.0
4400290,Santa Cruz,1.394006697557764,A,0.0,0.025073176119732702,0.0,0.0,0.03495217543995278,0.0
4400301,Santa Cruz,4.813957954523472,A,0.0,0.004885810256987189,0.0,0.0,0.02352008515091585,0.0
4400302,Santa Cruz,1.45415020244702,A,0.0,0.035792627467765244,0.0,0.0,0.052047856478361604,0.0
4400334,Santa Cruz,1.0066055095787825,A,0.0,0.0,0.0,0.0,0.0,0.0
4400344,Santa Cruz,3.231226507736898,A,0.0,0.0,0.0,0.0,0.0,0.0
4400345,Santa Cruz,2.494855400505596,A,0.0,0.023657111049262446,0.0,0.0,0.059021071261613024,0.0
4405129,Santa Cruz,5.45057058280318,A,0.0,0.01318494364499894,0.0,0.0,0.07186546596734895,0.0
4400365,Santa Cruz,0.9940127118662888,A,0.0,0.0,0.0,0.0,0.0,0.0
4404105,Santa Cruz,3.899389017897336,A,0.01395810582745955,0.0009530427876501542,0.0,0.05442808457424458,0.003716284579749274,0.0
4400385,Santa Cruz,0.9481436342485424,A,0.0,0.01518509398341952,0.0,0.0,0.014397650195845059,0.0
4400387,Santa Cruz,3.465526964261729,A,0.0,0.05513392857142854,0.0,0.0,0.19106811610996574,0.0
4400392,Santa Cruz,10.745099221224114,A,0.009833089607180675,0.1335283142554586,0.0025933423139817163,0.105657523480344,1.434774985517697,0.02786572047833248
4400396,Santa Cruz,10.971899471365557,A,0.008269706647490533,0.018160924402332152,0.0,0.09073438999394962,0.19925983684945797,0.0
4400414,Santa Cruz,5.688987718799765,A,0.0,0.0,0.0,0.0,0.0,0.0
4400426,Santa Cruz,1.935887048457352,A,0.0,0.0,0.0,0.0,0.0,0.0
4400462,Santa Cruz,3.337588123148163,A,0.0,0.0,0.0,0.0,0.0,0.0
4400469,Santa Cruz,1.9242272208803792,A,0.0,0.0,0.0,0.0,0.0,0.0
4400475,Santa Cruz,3.160736955040021,A,0.040886277390133424,0.024972456849063532,0.0,0.12923076790101196,0.07893136722097738,0.0
4400484,Santa Cruz,1.9117175644625364,A,0.0008909768346023003,0.0,0.0,0.0017032960642384496,0.0,0.0
4400496,Santa Cruz,1.4221665880218664,A,0.0,0.0,0.0,0.0,0.0,0.0
4400497,Santa Cruz,17.868091473883382,A,0.0022061972513377774,0.06816716918937392,0.0,0.03942053429633349,1.218017214591418,0.0
4400548,Santa Cruz,2.740258310160893,A,0.007213578500707212,0.04786421499292786,0.007213578500707212,0.019767068432560892,0.13116031289369817,0.019767068432560892
4400549,Santa Cruz,2.8364892732614253,A,0.0,0.018428657107027967,0.0,0.0,0.052272688204697756,0.0
4400557,Santa Cruz,1.555683957416875,A,0.0025369347858528587,0.10406407003929763,0.0,0.003946668747364108,0.1618908043036414,0.0
4400564,Santa Cruz,1.475149587562957,A,0.013387935107891002,0.0,0.0,0.019749206952725043,0.0,0.0
4400579,Santa Cruz,0.8150608519474478,A,0.0,0.0,0.0,0.0,0.0,0.0
4400581,Santa Cruz,12.66246438966601,A,0.0,0.040479842578389984,0.0,0.0,0.512574565148149,0.0
4404616,Santa Cruz,3.0788563952704564,A,0.044863900268932055,0.05127302887877949,0.0,0.1381295062597774,0.15786229286831704,0.0
4400603,Santa Cruz,1.0316387945570955,A,0.007583721279471392,0.2715873254242379,0.007583721279471392,0.007823661079010861,0.28018002101764644,0.007823661079010861
4400607,Santa Cruz,0.8815815224866284,A,0.02223384776353649,0.010811753422268724,0.0,0.019600949362114414,0.009531442042753677,0.0
4400617,Santa Cruz,2.6537830929378448,A,0.0,0.0,0.0,0.0,0.0,0.0
4400642,Santa Cruz,25.39363398647975,A,0.0,0.030305801169804542,0.0,0.0,0.7695744225730463,0.0
4400644,Santa Cruz,5.941775522987922,A,0.0,0.007457644735474486,0.0,0.0,0.04431165094838204,0.0
4405302,Santa Cruz,9.785825577643308,A,0.0020171975983482708,0.003955289408526021,0.0,0.01973994385307716,0.038705772260935606,0.0
4405406,Santa Cruz,22.93598466102173,A,0.0,0.0058313856033241265,0.0,0.0,0.13374857075034513,0.0
4400668,Santa Cruz,1.4933403787584676,A,0.0,0.0,0.0,0.0,0.0,0.0
4400685,Santa Cruz,2.3303595538807,A,0.0,0.06181661072152613,0.0,0.0,0.14405492938343253,0.0
4400692,Santa Cruz,1.567302269239325,A,0.0,0.0,0.0,0.0,0.0,0.0
4400698,Santa Cruz,0.7418783796614773,A,0.0,0.023668639053254437,0.0,0.0,0.017559251589620763,0.0
4400699,Santa Cruz,1.142811966045548,A,0.0,0.0,0.0,0.0,0.0,0.0
4400713,Santa Cruz,1.2955242800685849,A,0.0,0.04120007186059045,0.0,0.0,0.053375693435965404,0.0
4400719,Santa Cruz,1.1043711168045698,A,0.0,0.035456013480306116,0.0,0.0,0.03915659720468355,0.0
4400738,Santa Cruz,5.375826556944864,A,0.0,0.05141129032258063,0.0,0.0,0.27637817984293145,0.0
4405137,Santa Cruz,25.41879945043488,A,0.0,0.04052553607660979,0.0,0.0,1.0301104741527078,0.0
4400759,Santa Cruz,10.290124372270547,A,0.0,0.002450943538079844,0.0,0.0,0.025220513836254406,0.0
4400762,Santa Cruz,1.4526421932010742,A,0.0,0.040704480153240394,0.0,0.0,0.05912904532291272,0.0
4400773,Santa Cruz,4.68539577849929,A,0.0,0.0,0.0,0.0,0.0,0.0
4400774,Santa Cruz,1.6071931643726476,A,0.010964701356160431,0.010291430220255844,0.0,0.017622393069008545,0.016540316301613282,0.0
4400793,Santa Cruz,1.0548364482097798,A,0.0,0.0,0.0,0.0,0.0,0.0
4404240,Santa Cruz,37.529668224397874,A,0.0,0.01698684457305147,0.0,0.0,0.6375106410060352,0.0
4400796,Santa Cruz,1.8720697962347428,A,0.0,0.0,0.0,0.0,0.0,0.0
4400820,Santa Cruz,3.2152420008311595,A,0.01984060099684573,0.04449688184729479,0.0,0.06379233364679096,0.1430682434214438,0.0
4400821,Santa Cruz,0.9393606664494653,A,0.0,0.0,0.0,0.0,0.0,0.0
4400825,Santa Cruz,0.7684373761010191,A,0.0,0.0,0.0,0.0,0.0,0.0
4400838,Santa Cruz,0.5237659633051445,A,0.0,0.04428044280442804,0.0,0.0,0.023192588781039605,0.0
4400843,Santa Cruz,0.8121013395708824,A,0.0,0.006747125344483512,0.0,0.0,0.005479349530507711,0.0
4400856,Santa Cruz,1.2807766358239816,A,0.0,0.0,0.0,0.0,0.0,0.0
4404131,Santa Cruz,3.1369929239854013,A,0.0001233806292412091,0.06255397902529303,0.0,0.00038704416088653924,0.19623138956947545,0.0
4400862,Santa Cruz,1.1371155936477937,A,0.0,0.0,0.0,0.0,0.0,0.0
4400865,Santa Cruz,2.2704417475730096,A,0.0,0.0,0.0,0.0,0.0,0.0
4400880,Santa Cruz,1.6950301918248836,A,0.0,0.021178300247003935,0.0,0.0,0.035897858330204056,0.0
4405407,Santa Cruz,14.346041959017642,A,0.0,0.028275862068965513,0.0,0.0,0.40564670366877464,0.0
4400894,Santa Cruz,3.64672332872667,A,0.0,0.03897646983938384,0.0,0.0,0.1421364018346925,0.0
4400917,Santa Cruz,2.008416703318698,A,0.0,0.0,0.0,0.0,0.0,0.0
4405143,Santa Cruz,5.902426139133166,A,0.010018859028760018,0.002684792288752685,0.0,0.05913557541564345,0.015846788183277005,0.0
4400934,Santa Cruz,1.1524815311159675,A,0.0,0.010980867690649418,0.0,0.0,0.0126552472091015,0.0
4400967,Santa Cruz,0.3331060094608837,A,0.0,0.0,0.0,0.0,0.0,0.0
4400977,Santa Cruz,1.6251476209469935,A,0.0,0.04648504477043246,0.0,0.0,0.0755450599182828,0.0
4404463,Santa Cruz,1.0173679163470672,A,0.0,0.018479248712511356,0.0,0.0,0.018800194758306903,0.0
4404313,Santa Cruz,14.92737526539832,A,0.0,0.018766644905234147,0.0,0.0,0.2801367509729056,0.0
4401013,Santa Cruz,1.9512490428192824,A,0.00011863334387851945,0.0,0.0,0.00023148319868941184,0.0,0.0
4401027,Santa Cruz,23.9600406082283,A,0.0,0.003256593067878502,0.0,0.0,0.0780281021508437,0.0
4401034,Santa Cruz,3.287351204876996,A,0.0,0.11690478428423721,0.0,0.0,0.3843070834726725,0.0
4401046,Santa Cruz,1.9646792157749264,A,0.0,0.0,0.0,0.0,0.0,0.0
4401049,Santa Cruz,1.4080152315261918,A,0.0,0.004000438404208678,0.0,0.0,0.005632678205908151,0.0
4401053,Santa Cruz,0.922942478203584,A,0.0,0.006402695871946083,0.0,0.0,0.005909319995237775,0.0
4401074,Santa Cruz,1.3902410060203738,A,0.0283995990644838,0.08853992649515538,0.0,0.03948228717398323,0.12309183648359477,0.0
4401107,Santa Cruz,2.1056296911255905,A,0.012615736471282602,0.018812940351912652,0.0,0.02656406928934863,0.039613085782361994,0.0
4401123,Santa Cruz,41.12472450917273,A,0.008196705901816249,0.04298570652408912,0.0,0.33708727209490347,1.7677753386353139,0.0
4401154,Santa Cruz,3.056176903818478,A,0.0,0.03135764944275584,0.0,0.0,0.09583452398498676,0.0
4401201,Santa Cruz,2.435387088435565,A,0.0,0.016089108910891086,0.0,0.0,0.03918320810601775,0.0
4401203,Santa Cruz,6.28264893599416,A,0.0,0.0,0.0,0.0,0.0,0.0
4401228,Santa Cruz,0.5326837267342522,A,0.0,0.0,0.0,0.0,0.0,0.0
4405152,Santa Cruz,12.538948070888022,A,0.012576057406003215,0.014314512400362482,0.001572007175750402,0.15769053075038103,0.17948892764822783,0.01971131634379763
4401269,Santa Cruz,1.1453136996093527,A,0.0,0.012334861148557561,0.0,0.0,0.01412728545622213,0.0
4405153,Santa Cruz,2.693713397150378,A,0.0,0.0039072600339012265,0.0,0.0,0.010525038699469975,0.0
4401286,Santa Cruz,1.300559830971015,A,0.07572158213564555,0.04614562299560517,0.0,0.09848044806319299,0.06001514364321644,0.0
4401304,Santa Cruz,0.6467809112580003,A,0.0,0.0,0.0,0.0,0.0,0.0
4401306,Santa Cruz,3.836667010427874,A,0.0,0.0,0.0,0.0,0.0,0.0
4401313,Santa Cruz,2.586698266047749,A,0.0,0.009895662052677208,0.0,0.0,0.02559709187305464,0.0
4401325,Santa Cruz,0.6091627232746106,A,0.0,0.0,0.0,0.0,0.0,0.0
4401334,Santa Cruz,0.6065465140819777,A,0.0,0.007728366907386291,0.0,0.0,0.004687614007221669,0.0
4401363,Santa Cruz,1.5259609984988871,A,0.0,0.0,0.0,0.0,0.0,0.0
4401369,Santa Cruz,2.469510956276219,A,0.02398419864559819,0.0,0.0,0.05922924133280999,0.0,0.0
4401370,Santa Cruz,1.2075701485166717,A,0.0,0.010173395610723656,0.0,0.0,0.012285088848560421,0.0
4401378,Santa Cruz,3.1885267269674613,A,0.0,0.0,0.0,0.0,0.0,0.0
4401385,Santa Cruz,2.339079875167529,A,0.0,0.007155872121914858,0.0,0.0,0.016738156469643408,0.0
4401387,Santa Cruz,2.050684256722676,A,0.0,0.037771411338962606,0.0,0.0,0.07745723858700698,0.0
4401388,Santa Cruz,1.610709319332422,A,0.0,0.015342307135620206,0.0,0.0,0.024711997083403783,0.0
4405154,Santa Cruz,2.017736413323321,A,0.0,0.03910143371923638,0.0,0.0,0.07889638662845157,0.0
4401405,Santa Cruz,13.37179802851817,A,0.0,0.023590223933669854,0.0,0.0,0.3154437098885487,0.0
4405155,Santa Cruz,9.522273509247809,A,0.00828251496130766,0.00012180169060746559,0.0,0.07886837280600857,0.0011598290118530672,0.0
4405156,Santa Cruz,3.175932972755429,A,0.0,0.024807860686837234,0.0,0.0,0.07878810273884952,0.0
4404637,Santa Cruz,21.06130926340225,A,0.0037483325432436303,0.054821200862851444,0.0,0.07894479091532919,1.1546062655636085,0.0
4404639,Santa Cruz,22.280767299687724,A,0.0026553740953504917,0.026140682760894842,0.0,0.05916377231212311,0.5824344696504564,0.0
4401460,Santa Cruz,0.8157843823903395,A,0.0,0.0,0.0,0.0,0.0,0.0
4401473,Santa Cruz,2.2867667020567786,A,0.0,0.007403933130088111,0.0,0.0,0.01693106774614051,0.0
4401475,Santa Cruz,0.4150728717423172,A,0.0,0.0,0.0,0.0,0.0,0.0
4401478,Santa Cruz,9.19975444955856,A,0.0,0.04269745896411668,0.0,0.0,0.39280613808997644,0.0
4401490,Santa Cruz,3.1605094580491766,A,0.0,0.009541284403669723,0.0,0.0,0.030155319599735258,0.0
4401494,Santa Cruz,1.925393333884219,A,0.01484691625536696,0.0,0.0,0.028586153586820796,0.0,0.0
4401501,Santa Cruz,3.550969246127514,A,0.0,0.0,0.0,0.0,0.0,0.0
4401540,Santa Cruz,2.3566910945575748,A,0.0,0.06094963462987842,0.0,0.0,0.14363946114877243,0.0
4401548,Santa Cruz,4.110305843221832,A,0.0,0.0,0.0,0.0,0.0,0.0
4404642,Santa Cruz,7.1276201023729495,A,0.0,0.0,0.0,0.0,0.0,0.0
4401564,Santa Cruz,0.831398426757793,A,0.0,0.0,0.0,0.0,0.0,0.0
4405165,Santa Cruz,14.399610710018242,A,0.0,0.010063872041221614,0.0,0.0,0.1449158396290279,0.0
4401582,Santa Cruz,1.3198019257629998,A,0.0,0.2541335686966754,0.0,0.0,0.3354059733668958,0.0
4401592,Santa Cruz,1.9402510420112975,A,0.0,0.05087180305629812,0.0,0.0,0.09870406888897594,0.0
4404646,Santa Cruz,48.71069477952239,A,0.0,0.039337355713781906,0.0,0.0,1.9161499276075316,0.0
4401617,Santa Cruz,3.4727211247691536,A,0.0,0.09504408228693563,0.0,0.0,0.3300615923421391,0.0
4401618,Santa Cruz,10.730434788304088,A,0.0,0.03308441932879713,0.0,0.0,0.3550102041165649,0.0
4401639,Santa Cruz,6.435918901544119,A,0.006124066380076372,0.00016811162611974354,0.0,0.039413994569844395,0.0010819527921133755,0.0
4401642,Santa Cruz,1.3585495333358202,A,0.0,0.0,0.0,0.0,0.0,0.0
4401652,Santa Cruz,3.012014634896332,A,0.0,0.0,0.0,0.0,0.0,0.0
4401656,Santa Cruz,1.7189209959037666,A,0.0,0.0,0.0,0.0,0.0,0.0
4401659,Santa Cruz,4.476324275725187,A,0.0,0.015354854310240607,0.0,0.0,0.06873330709915354,0.0
4401672,Santa Cruz,15.37565480068167,A,0.0,0.017962625662906424,0.0,0.0,0.2761871315067149,0.0
4401674,Santa Cruz,6.729979362541832,A,0.0,0.0,0.0,0.0,0.0,0.0
4401684,Santa Cruz,0.1910871605534086,A,0.0,0.0,0.0,0.0,0.0,0.0
4401692,Santa Cruz,1.2634136282048007,A,0.0,0.0,0.0,0.0,0.0,0.0
4401698,Santa Cruz,15.663914689099798,A,0.001258892470835658,0.05747461233517149,0.0,0.0197191842659198,0.9002774244072091,0.0
4401713,Santa Cruz,25.54561327843415,A,0.0015446681689321796,0.02259152916091201,0.0,0.03945949568704845,0.5771144673131261,0.0
4401727,Santa Cruz,2.0529329898219024,A,0.0,0.024405884571859673,0.0,0.0,0.05010364558335612,0.0
4401734,Santa Cruz,1.5408404212402926,A,0.0,0.0,0.0,0.0,0.0,0.0
4401740,Santa Cruz,21.435131429177044,A,0.0,0.01141348893133492,0.0,0.0,0.24464963530862147,0.0
4404250,Santa Cruz,8.637985310268077,A,0.0,0.009128660413832606,0.0,0.0,0.07885323455711175,0.0
4401784,Santa Cruz,0.6736083504828787,A,0.0,0.0,0.0,0.0,0.0,0.0
4401802,Santa Cruz,3.870432220606752,A,0.0,0.09821214302855774,0.0,0.0,0.38012344283256866,0.0
4404251,Santa Cruz,16.924228128897976,A,0.0,0.03476339481774265,0.0,0.0,0.5883436244304262,0.0
4404650,Santa Cruz,15.019738345214195,A,0.0001596358243387987,0.02603608799538601,0.0,0.002397688312091332,0.39105522922367025,0.0
4401844,Santa Cruz,1.2588341719551372,A,0.0,0.0,0.0,0.0,0.0,0.0
4401855,Santa Cruz,4.15596206473015,A,0.0,0.0,0.0,0.0,0.0,0.0
4401861,Santa Cruz,1.5777848876924725,A,0.0,0.03108909920070613,0.0,0.0,0.04905191089084626,0.0
4401875,Santa Cruz,1.3973233487837444,A,0.014055007440886289,0.012291241801245656,0.0,0.019639390064479675,0.017174839154427322,0.0
4401878,Santa Cruz,1.7344939662555483,A,0.0,0.0,0.0,0.0,0.0,0.0
4404253,Santa Cruz,28.928191950785006,A,0.0,0.02887127887528655,0.0,0.0,0.8351938971689336,0.0
4401898,Santa Cruz,2.689409943221712,A,0.014649699824778099,0.0,0.0,0.03939904837397159,0.0,0.0
4401905,Santa Cruz,1.2260295706480693,A,0.0,0.0,0.0,0.0,0.0,0.0
4401909,Santa Cruz,4.598457231228968,A,0.0,0.0,0.0,0.0,0.0,0.0
4401950,Santa Cruz,10.829018989127857,A,0.0,0.034634107984073306,0.0,0.0,0.37505341303103457,0.0
4401952,Santa Cruz,3.468613932920055,A,0.0,0.02845791576456933,0.0,0.0,0.09870952312285045,0.0
4401954,Santa Cruz,5.336490007018698,A,0.014792470342547208,0.06160628825013779,0.0,0.07893987016212363,0.3287613416163737,0.0
4405170,Santa Cruz,9.979960708555506,A,0.0019759629913755025,0.016249389776135013,0.0,0.019720033015487318,0.16216827150383098,0.0
4404214,Santa Cruz,5.907429088726388,A,0.0,0.13244678068936658,0.0,0.0,0.7824199649525285,0.0
4401966,Santa Cruz,3.061662734818513,A,0.0,0.0,0.0,0.0,0.0,0.0
4401981,Santa Cruz,26.111515857431726,A,0.0064613562333431995,0.039339650577435575,0.0,0.1687158057474563,1.0272179098785321,0.0
4401983,Santa Cruz,0.8780255640567569,A,0.0,0.0,0.0,0.0,0.0,0.0
4401991,Santa Cruz,1.4458362375368332,A,0.0,0.0,0.0,0.0,0.0,0.0
4402014,Santa Cruz,3.684334357515096,A,0.0,0.010698552548772814,0.0,0.0,0.039417044731124375,0.0
4404652,Santa Cruz,3.873590110429828,A,0.005095006893244622,0.0,0.0,0.019735968314244172,0.0,0.0
4402056,Santa Cruz,0.7546971031524898,A,0.0,0.0,0.0,0.0,0.0,0.0
4402077,Santa Cruz,1.6401374558812618,A,0.0,0.0,0.0,0.0,0.0,0.0
4402103,Santa Cruz,0.9817636149201858,A,0.0,0.0,0.0,0.0,0.0,0.0
4402138,Santa Cruz,1.964111795582637,A,0.0,0.07018164661476763,0.0,0.0,0.13784459994947734,0.0
4405174,Santa Cruz,15.01792815659109,A,0.014755211655999833,0.013726256868273208,0.0,0.22159270858510094,0.20613993950664203,0.0
4402146,Santa Cruz,0.9445081992291564,A,0.0,0.0,0.0,0.0,0.0,0.0
4402151,Santa Cruz,1.7562364724212165,A,0.0,0.0,0.0,0.0,0.0,0.0
4402160,Santa Cruz,13.938813759859295,A,0.0014146547132966444,0.021436179655600917,0.0,0.019718608583149073,0.29879491594230595,0.0
