15_Mar_only,15_Mar_only_n,20_31_Mar,20_31_Mar_n,20_Mar_only,20_Mar_only_n,25_Mar_only,25_Mar_only_n,pre,pre_n,unit_id
0.31563841153219613,1.8807331863285555,0.3735762074203644,4.0,0.3748980817386042,2.0,0.372299792500913,2.0,0.3701335870082742,6.0,4403956
,0.0,0.11517834373329387,4.0,0.10753190766097455,2.0,0.11496677322289554,2.0,0.08395243255506978,6.0,4403933
,0.0,0.5696623595151155,4.0,0.5920104519537096,2.0,0.5523010728431371,2.0,0.5968774783004593,6.0,4403904
0.3347659926865173,0.39151539873546803,0.357829543881919,4.0,0.3676299265786237,2.0,0.3510091209530758,2.0,0.3757701465433383,6.0,4403896
0.206599334865208,0.16785246208575172,0.2472316889835268,4.0,0.23960173873279983,2.0,0.251269616368896,2.0,0.33928795598048817,6.0,4403892
,0.0,0.4264071893502309,4.0,0.43751124497280935,2.0,0.4183181473362176,2.0,0.43969104541437154,6.0,4403887
0.4956978477289393,1.417200577200577,0.5847068756586548,4.0,0.6123888171785665,2.0,0.5662685416701209,2.0,0.6485105045120438,6.0,4403881
,0.0,0.14702869865319027,4.0,0.14335261453456105,2.0,0.14821681543272194,2.0,0.10770640187584814,8.0,4404594
,0.0,0.5376047443041756,6.0,0.5538688431539012,2.0,0.536528406289093,2.0,0.5746200602173216,8.0,4404595
,0.0,0.44398022525867403,4.0,0.4437210686059121,2.0,0.44430757827640305,2.0,0.4379029416690156,6.0,4403864
,0.0,0.5377608867028867,1.0022524728234257,0.663112998008728,0.002252472823425717,0.5377805511805629,1.0,0.5709420955504508,2.0,4403853
,0.0,0.2754202122796386,4.0,0.2844982449176218,2.0,0.2718868435496115,2.0,0.22753130142328012,6.0,4403852
0.35246782478045774,0.14819007808644666,0.4886548150907272,4.0,0.4891982235146585,2.0,0.48785383787784,2.0,0.48438024705143373,6.0,4403848
0.4848006513672208,2.0,0.506347598980252,4.0,0.5136914290553044,2.0,0.49933211764511287,2.0,0.5007300686574733,8.0,4403840
0.4732950616861981,2.0,0.4688784385882158,4.0,0.4837566727042936,2.0,0.45850358952955905,2.0,0.36459488636071785,6.0,4403838
,0.0,0.23740986693672594,4.0,0.2410268491249119,2.0,0.23412736033915132,2.0,0.2621499929808282,6.0,4403837
0.31196685559336107,0.3460004691531785,0.36126558969864636,4.0,0.3631754443271643,2.0,0.3599944201457445,2.0,0.34087501554609617,6.0,4403812
0.24184563199201572,1.1993287628693603,0.3073254024463407,4.0,0.31004953864576823,2.0,0.3048368379480095,2.0,0.2837966502882454,6.189224374746199,4404222
,0.0,0.41650314950075135,4.0,0.41551072219425056,2.0,0.41718395313510837,2.0,0.377596333860201,6.0,4403806
